"","variety","price","winery","taster_name","title"
"653","Petit Verdot",32,"Yorkville Cellars","Jim Gordon","Yorkville Cellars 2013 Rennie Vineyard Organic Grapes Petit Verdot (Yorkville Highlands)"
"654","Xarel-lo",16,"Agustí Torelló Mata","Michael Schachner","Agustí Torelló Mata 2015 XIC Xarel-lo (Penedès)"
"655","Greco",30,"Cantine di Marzo","Kerin O’Keefe","Cantine di Marzo NV Anni Venti Metodo Classico  (Greco di Tufo)"
"656","Sauvignon Blanc",24,"Carica","Virginie Boone","Carica 2015 Ritchie Vineyard Sauvignon Blanc (Russian River Valley)"
"657","Champagne Blend",40,"Jacquart","Roger Voss","Jacquart NV Brut Mosaïque  (Champagne)"
"658","Bordeaux-style Red Blend",11,"Château Pavillon de Boyrein","Roger Voss","Château Pavillon de Boyrein 2006  Graves"
"659","Trebbiano",17,"Fabiano","Unknown","Fabiano 2006 Argillaia  (Lugana)"
"660","Primitivo",48,"Vinosia","Unknown","Vinosia 2006 Vecchie Vigne  (Primitivo di Manduria)"
"661","Sauvignon Blanc",9,"Kono","Joe Czerwinski","Kono 2008 Sauvignon Blanc (Marlborough)"
"662","Carmenère",9,"Morandé","Michael Schachner","Morandé 2008 Pionero Carmenère (Maipo Valley)"
"663","Champagne Blend",15,"Pommery","Roger Voss","Pommery NV Pop Rosé Extra Dry  (Champagne)"
"664","Viognier",23,"Saddleback","Unknown","Saddleback 2008 Viognier (Clarksburg)"
"665","Pinot Noir",12,"Feudo Montoni","Unknown","Feudo Montoni 2008 P Pinot Noir (Sicilia)"
"666","White Blend",17,"Kendall-Jackson","Unknown","Kendall-Jackson 2008 Summation Vintner's Reserve White (California)"
"667","Viognier",16,"Ledgewood Creek","Unknown","Ledgewood Creek 2007 Estate Grown Viognier (Suisun Valley)"
"668","Sauvignon Blanc",10,"Château Lamothe-Vincent","Roger Voss","Château Lamothe-Vincent 2008 Sauvignon  (Bordeaux Blanc)"
"669","Corvina, Rondinella, Molinara",41,"Montresor","Unknown","Montresor 2003 Capitel della Crosara  (Amarone della Valpolicella Classico)"
"670","Gewürztraminer",25,"Breggo","Unknown","Breggo 2008 Gewürztraminer (Anderson Valley)"
"671","Port",NA,"Quinta de la Rosa","Roger Voss","Quinta de la Rosa 2004 Late Bottled Vintage  (Port)"
"672","Tempranillo Blend",53,"Mauro","Michael Schachner","Mauro 2005 Red (Vino de la Tierra de Castilla y León)"
"673","Chenin Blanc-Chardonnay",12,"Domaine du Tariquet","Roger Voss","Domaine du Tariquet 2007 Chenin Blanc-Chardonnay (Vin de Pays des Côtes de Gascogne)"
"674","Sauvignon Blanc",22,"Fournier Père et Fils","Roger Voss","Fournier Père et Fils 2006 Les Belles Vignes  (Sancerre)"
"675","White Blend",26,"Benanti","Unknown","Benanti 2006 Edèlmio White (Sicilia)"
"676","Syrah",14,"Caruso & Minini","Unknown","Caruso & Minini 2006 Terre di Giumara Syrah (Sicilia)"
"677","Shiraz",18,"Yalumba","Joe Czerwinski","Yalumba 2006 Patchwork Shiraz (Barossa)"
"678","Cabernet Sauvignon",24,"Arcane Cellars","Paul Gregutt","Arcane Cellars 2006 Cabernet Sauvignon (Rogue Valley)"
"679","Nerello Mascalese",41,"Benanti","Unknown","Benanti 2005 Il Monovitigno  (Etna)"
"680","Bordeaux-style Red Blend",26,"Château Puy-Servain","Roger Voss","Château Puy-Servain 2003 Vieilles Vignes  (Montravel)"
"681","Bordeaux-style White Blend",25,"Château Puy-Servain","Roger Voss","Château Puy-Servain 2007 Marjolaine  (Montravel)"
"682","Sauvignon Blanc",21,"Fournier Père et Fils","Roger Voss","Fournier Père et Fils 2006 Les Caillottes  (Pouilly-Fumé)"
"683","Shiraz",14,"Nick Faldo","Unknown","Nick Faldo 2005 Shiraz (Coonawarra)"
"684","Cabernet Sauvignon",18,"Tarapaca","Unknown","Tarapaca 2006 Gran Reserva Cabernet Sauvignon (Maipo Valley)"
"685","Pinot Gris",16,"Hunt Country Vineyards","Unknown","Hunt Country Vineyards 2007 Pinot Gris (Finger Lakes)"
"686","Nero d'Avola",45,"Baglio di Pianetto","Kerin O’Keefe","Baglio di Pianetto 2007 Cembali Nero d'Avola (Sicilia)"
"687","Rhône-style Red Blend",42,"Brecon Estate","Matt Kettmann","Brecon Estate 2012 Forty Two Red (Paso Robles)"
"688","Nero d'Avola",22,"Casa di Grazia","Kerin O’Keefe","Casa di Grazia 2011 Gradiva Collectio Nero d'Avola (Sicilia)"
"689","Grillo",22,"Casa di Grazia","Kerin O’Keefe","Casa di Grazia 2013 Zahara Grillo (Sicilia)"
"690","Bordeaux-style Red Blend",125,"Spring Mountain Vineyard","Virginie Boone","Spring Mountain Vineyard 2011 Elivette Red (Napa Valley)"
"691","Insolia",27,"Cusumano","Kerin O’Keefe","Cusumano 2013 Cubia Tenuta Ficuzza Insolia (Sicilia)"
"692","Pinot Gris",28,"Domaine Barmès-Buecher","Roger Voss","Domaine Barmès-Buecher 2012 Pfleck Pinot Gris (Alsace)"
"693","Sauvignon Blanc",42,"Dragonette","Matt Kettmann","Dragonette 2012 Vogelzang Sauvignon Blanc (Happy Canyon of Santa Barbara)"
"694","Pinot Gris",13,"Firesteed","Paul Gregutt","Firesteed 2013 Pinot Gris (Oregon)"
"695","Grenache",34,"Folin Cellars","Paul Gregutt","Folin Cellars 2012 Estate Grenache (Rogue Valley)"
"696","Mencía",19,"Gaba do Xil","Michael Schachner","Gaba do Xil 2012 Mencía (Valdeorras)"
"697","Pinot Blanc",10,"Vieil Armand","Roger Voss","Vieil Armand 2010 Clos de la Tourelle Château Ollwiller Pinot Blanc (Alsace)"
"698","Carricante",28,"Vivera","Kerin O’Keefe","Vivera 2010 Salisire Bianco  (Etna)"
"699","Merlot-Malbec",20,"Mills Reef","Joe Czerwinski","Mills Reef 2012 Gimblett Gravels Reserve Merlot-Malbec (Hawke's Bay)"
"700","Albariño",15,"Pazo Torrado","Michael Schachner","Pazo Torrado 2013 Albariño (Rías Baixas)"
"701","Bordeaux-style Red Blend",70,"Babich","Joe Czerwinski","Babich 2011 The Patriarch Premium Red (Hawke's Bay)"
"702","Pinot Grigio",17,"Tenuta Luisa","Unknown","Tenuta Luisa 2007 Rive Alte Pinot Grigio (Isonzo del Friuli)"
"703","White Blend",28,"I Clivi","Unknown","I Clivi 2004 Bianco degli Arzillari White (Colli Orientali del Friuli)"
"704","Merlot",16,"Irony","Unknown","Irony 2004 Merlot (Napa Valley)"
"705","Pinot Grigio",12,"Estancia","Unknown","Estancia 2007 Pinot Grigio (California)"
"706","Tempranillo Blend",30,"Finca La Emperatriz","Michael Schachner","Finca La Emperatriz 2000 Reserva  (Rioja)"
"707","Ribolla Gialla",19,"Vinai dell'Abbate","Unknown","Vinai dell'Abbate 2006 Ribolla Gialla (Colli Orientali del Friuli)"
"708","Zweigelt",24,"Winzer Krems","Roger Voss","Winzer Krems 2005 Sandgrube 13 Chremisa Zweigelt (Kremstal)"
"709","Grüner Veltliner",10,"Graf Hardegg","Roger Voss","Graf Hardegg 2007 Veltlinsky Grüner Veltliner (Niederösterreich)"
"710","Red Blend",11,"Botalcura","Michael Schachner","Botalcura 2006 El Delirio Reserve Syrah-Malbec Red (Central Valley)"
"711","Syrah",16,"Bridgeway","Unknown","Bridgeway 2004 Syrah (Central Coast)"
"712","Pinot Grigio",NA,"Calatrasi","Unknown","Calatrasi 2006 La Piazza Pinot Grigio (Delle Venezie)"
"713","Bordeaux-style White Blend",11,"Château Bélingard","Roger Voss","Château Bélingard 2005  Monbazillac"
"714","Friulano",NA,"Colutta","Unknown","Colutta 2007 Friulano (Colli Orientali del Friuli)"
"715","Cabernet Sauvignon-Merlot",20,"Ormonde","Susan Kostrzewa","Ormonde 2005 Cabernet Sauvignon-Merlot (Darling)"
"716","Port",50,"Sandeman","Roger Voss","Sandeman 2015 Quinta do Seixo Vintage  (Port)"
"717","Pinot Noir",100,"Trisaetum","Paul Gregutt","Trisaetum 2014 Family Reserve MMXIV Pinot Noir (Willamette Valley)"
"718","Pinot Noir",95,"Bergström","Paul Gregutt","Bergström 2015 Bergström Vineyard Pinot Noir (Dundee Hills)"
"719","Pinot Noir",62,"Bergström","Paul Gregutt","Bergström 2015 Shea Vineyard Pinot Noir"
"720","Nebbiolo",57,"Mauro Veglio","Kerin O’Keefe","Mauro Veglio 2013 Castelletto  (Barolo)"
"721","Portuguese Red",150,"Poças","Roger Voss","Poças 2014 Símbolo Red (Douro)"
"722","Port",78,"Quinta do Vesuvio","Roger Voss","Quinta do Vesuvio 2015 Vintage  (Port)"
"723","Shiraz",100,"Schild Estate","Joe Czerwinski","Schild Estate 2013 Moorooroo Shiraz (Barossa Valley)"
"724","Chardonnay",52,"Shafer","Virginie Boone","Shafer 2015 Red Shoulder Ranch Chardonnay (Carneros)"
"725","Pinot Noir",112,"Alphonse Mellot","Roger Voss","Alphonse Mellot 2014 En Grands Champs  (Sancerre)"
"726","Nebbiolo",180,"Ascheri","Kerin O’Keefe","Ascheri 2013 Ascheri  (Barolo)"
"727","Riesling",32,"Trisaetum","Paul Gregutt","Trisaetum 2016 Ribbon Ridge Estate Riesling (Ribbon Ridge)"
"728","Syrah",120,"Horsepower","Sean P. Sullivan","Horsepower 2014 The Tribe Vineyard Syrah (Walla Walla Valley (OR))"
"729","Malbec",85,"J. Davies","Virginie Boone","J. Davies 2013 Malbec (Diamond Mountain District)"
"730","Cabernet Franc",120,"Château de Parnay","Roger Voss","Château de Parnay 2014 La Coulée du Méridien  (Saumur-Champigny)"
"731","Pinot Noir",58,"Williams Selyem","Virginie Boone","Williams Selyem 2015 Terra De Promissio Vineyard Pinot Noir (Sonoma Coast)"
"732","Syrah",85,"Cayuse","Sean P. Sullivan","Cayuse 2014 Cailloux Vineyard Syrah (Walla Walla Valley (OR))"
"733","Cabernet Franc",80,"Chappellet","Virginie Boone","Chappellet 2013 Cabernet Franc (Napa Valley)"
"734","Port",60,"Churchill's","Roger Voss","Churchill's 2015 Quinta da Gricha Vintage  (Port)"
"735","Viognier",15,"Stevens","Paul Gregutt","Stevens 2012 StevensSweets Late Harvest Viognier (Yakima Valley)"
"736","Syrah",15,"Michel Gassier","Joe Czerwinski","Michel Gassier 2012 Les Piliers Syrah (Costières de Nîmes)"
"737","Nebbiolo",22,"Nada Fiorenzo","Kerin O’Keefe","Nada Fiorenzo 2011 Nebbiolo (Langhe)"
"738","Rhône-style Red Blend",38,"Bonny Doon","Matt Kettmann","Bonny Doon 2010 Le Cigare Volant Red (Central Coast)"
"739","Tempranillo",60,"Casajús","Michael Schachner","Casajús 2011 Antiguos Viñedos  (Ribera del Duero)"
"740","Sparkling Blend",25,"Castellroig","Michael Schachner","Castellroig 2010 Reserva Brut Nature Sparkling (Cava)"
"741","Rhône-style Red Blend",17,"Château d'Or et de Gueules","Joe Czerwinski","Château d'Or et de Gueules 2010 Les Cimels Red (Costières de Nîmes)"
"742","Tempranillo",27,"Condado de Oriza","Michael Schachner","Condado de Oriza 2008 Reserva  (Ribera del Duero)"
"743","Zinfandel",56,"Daou","Matt Kettmann","Daou 2012 Reserve Zinfandel (Paso Robles)"
"744","White Blend",32,"Domaine de Gensac","Roger Voss","Domaine de Gensac 2011 Quadrille White (Gers)"
"745","Sparkling Blend",24,"Domaine Rolet Père et Fils","Roger Voss","Domaine Rolet Père et Fils 2008 Brut Sparkling (Crémant de Jura)"
"746","Duras",NA,"Domaine Rotier","Roger Voss","Domaine Rotier NV Noces de Feu Duras (Vin de Liqueur)"
"747","Pinot Gris",40,"Wilridge","Sean P. Sullivan","Wilridge 2014 Dessert Wine Estate Wilridge Vineyard Pinot Gris (Naches Heights)"
"748","Sauvignon Blanc",11,"Concha y Toro","Michael Schachner","Concha y Toro 2015 Reserva Casillero del Diablo Sauvignon Blanc (Chile)"
"749","Red Blend",27,"Experience","Virginie Boone","Experience 2012 Red (Napa Valley)"
"750","Nero d'Avola",11,"Cantine Grasso","Kerin O’Keefe","Cantine Grasso 2014 Nero d'Avola (Terre Siciliane)"
"751","Rosato",10,"Grifalco","Kerin O’Keefe","Grifalco 2014 Frà Rosato (Basilicata)"
"752","Chardonnay",13,"Scotto Family Cellars","Jim Gordon","Scotto Family Cellars 2012 Chardonnay (Lodi)"
"753","Zinfandel",28,"Spicy Vines","Jim Gordon","Spicy Vines 2011 Sacrlet's Flirtation Zinfandel (Mendocino)"
"754","Meritage",11,"Kirkland Signature","Virginie Boone","Kirkland Signature 2012 Meritage (Napa Valley)"
"755","Bordeaux-style Red Blend",12,"Les Vignerons Réunis de Monségur","Roger Voss","Les Vignerons Réunis de Monségur 2014 La Tour du Gouverneur  (Bordeaux)"
"756","Rosato",NA,"Nugnes","Kerin O’Keefe","Nugnes 2014 Rosato (Campania)"
"757","Merlot",17,"Barnard Griffin","Sean P. Sullivan","Barnard Griffin 2013 Merlot (Columbia Valley (WA))"
"758","Nero d'Avola",14,"Cantine Grasso","Kerin O’Keefe","Cantine Grasso 2013 Caporosso Nero d'Avola (Sicilia)"
"759","Carmenère",11,"Concha y Toro","Michael Schachner","Concha y Toro 2014 Reserva Casillero del Diablo Carmenère (Central Valley)"
"760","White Blend",45,"Ports of New York","Anna Lee C. Iijima","Ports of New York NV Meleau White Specialty Wine White (New York)"
"761","Red Blend",24,"Whitman Cellars","Paul Gregutt","Whitman Cellars 2004 Narcissa Red Red (Columbia Valley (WA))"
"762","Weissburgunder",15,"Winkler-Hermaden","Roger Voss","Winkler-Hermaden 2007 Steierische Klassik Weissburgunder (Südoststeiermark)"
"763","Shiraz",19,"Fire Block","Joe Czerwinski","Fire Block 2004 Old Vine Shiraz (Clare Valley)"
"764","Roditis",15,"Palivou","Susan Kostrzewa","Palivou 2006 White Fox Roditis (Corinth)"
"765","Petite Sirah",60,"Gemella","Unknown","Gemella 2005 L'Anima Petite Sirah (Mendocino)"
"766","Blaufränkisch",16,"Gunter Triebaumer","Roger Voss","Gunter Triebaumer 2006 Blaufränkisch (Burgenland)"
"767","Traminer",21,"Gunter Triebaumer","Roger Voss","Gunter Triebaumer 2006 Spätlese Traminer (Burgenland)"
"768","Prosecco",17,"Bisol","Unknown","Bisol NV Desiderio Jeio Brut  (Prosecco del Veneto)"
"769","Cabernet Sauvignon",23,"Ghost Pines","Unknown","Ghost Pines 2005 Cabernet Sauvignon (Napa-Sonoma)"
"770","Rosé",14,"Wines & Winemakers","Roger Voss","Wines & Winemakers 2015 Lua Cheia em Vinhas Velhas Rosé (Douro)"
"771","Sparkling Blend",10,"Bailly-Lapierre","Roger Voss","Bailly-Lapierre NV La Burgondie Rosé Brut  (Crémant de Bourgogne)"
"772","Pinot Gris",26,"Balo","Jim Gordon","Balo 2014 Pinot Gris (Anderson Valley)"
"773","Nebbiolo",49,"Boasso","Kerin O’Keefe","Boasso 2012 Margheria  (Barolo)"
"774","Portuguese Red",19,"Casa Agricola Santos Jorge","Roger Voss","Casa Agricola Santos Jorge 2012 Herdade dos Machados Reserva Red (Alentejo)"
"775","Papaskarasi",20,"Chamlija","Mike DeSimone","Chamlija 2014 Papaskarasi (Thrace)"
"776","Chardonnay",28,"Château de Fuissé","Roger Voss","Château de Fuissé 2014  Saint-Véran"
"777","Chardonnay",70,"Château de Santenay","Roger Voss","Château de Santenay 2014  Chassagne-Montrachet"
"778","Tannat-Syrah",10,"Famille Laplace","Roger Voss","Famille Laplace 2015 Aramis Rouge Tannat-Syrah Tannat-Syrah (Vin de France)"
"779","Malbec",16,"Finca Lalande","Michael Schachner","Finca Lalande 2015 Malbec (Mendoza)"
"780","Malbec",40,"Altos Las Hormigas","Michael Schachner","Altos Las Hormigas 2013 Appellation Gualtallary Malbec (Mendoza)"
"781","Marsanne-Roussanne",25,"Ben Haines","Joe Czerwinski","Ben Haines 2015 B Minor Marsanne-Roussanne (Goulburn Valley)"
"782","Pinot Grigio",13,"Beresford","Joe Czerwinski","Beresford 2014 Beacon Hill Pinot Grigio (South Australia)"
"783","Tempranillo",26,"Brennan","Alexander Peartree","Brennan 2014 Tempranillo (Texas)"
"784","Zinfandel",14,"Cambridge & Sunset","Jim Gordon","Cambridge & Sunset 2014 California Series Zinfandel (California)"
"785","Portuguese Red",10,"Casca Wines","Roger Voss","Casca Wines 2015 Cascas Winemaker Selection Red (Lisboa)"
"786","Nebbiolo",75,"Cascina Chicco","Kerin O’Keefe","Cascina Chicco 2012 Rocche di Castelletto  (Barolo)"
"787","Portuguese Red",55,"Quinta da Foz","Roger Voss","Quinta da Foz 2016 Reserva Red (Douro)"
"788","Cabernet Sauvignon",52,"St. Francis","Virginie Boone","St. Francis 2014 Reserve Cabernet Sauvignon (Alexander Valley)"
"789","Bordeaux-style Red Blend",115,"Tamber Bey","Virginie Boone","Tamber Bey 2014 Vermejo Deux Chevaux Vineyard Red (Yountville)"
"790","Sauvignon Blanc",55,"Aesthete","Virginie Boone","Aesthete 2016 Dry Stack Vineyard Sauvignon Blanc (Bennett Valley)"
"791","Syrah",60,"Barton","Matt Kettmann","Barton 2013 Paradise City Syrah (Paso Robles Willow Creek District)"
"792","Barbera",33,"Bava","Kerin O’Keefe","Bava 2014 Piano Alto Barbera"
"793","Verdicchio",57,"Bucci","Kerin O’Keefe","Bucci 2014 Villa Bucci Riserva  (Verdicchio dei Castelli di Jesi Classico)"
"794","Syrah",75,"Central Coast Group Project","Matt Kettmann","Central Coast Group Project 2013 Fauve Thompson Vineyard Syrah (Santa Barbara County)"
"795","Bordeaux-style Red Blend",40,"Château Tour Grand Faurie","Roger Voss","Château Tour Grand Faurie 2009  Saint-Émilion"
"796","Syrah",55,"Hecho por Ruben","Matt Kettmann","Hecho por Ruben 2014 Syrah (Ballard Canyon)"
"797","Sparkling Blend",65,"Iron Horse","Virginie Boone","Iron Horse 2013 Rainbow Cuvée Sparkling (Green Valley)"
"798","Portuguese Red",75,"J. Portugal Ramos","Roger Voss","J. Portugal Ramos 2014 Marquês de Borba Reserva Red (Alentejo)"
"799","Charbono",38,"Judd's Hill","Jim Gordon","Judd's Hill 2014 Charbono (Suisun Valley)"
"800","Tempranillo",50,"Artesa","Virginie Boone","Artesa 2014 Tempranillo (Alexander Valley)"
"801","Sangiovese",16,"Agricoltori del Chianti Geografico","Unknown","Agricoltori del Chianti Geografico 2007 Geografico  (Chianti Classico)"
"802","Bordeaux-style Red Blend",9,"Barrière Frères","Roger Voss","Barrière Frères 2006 Jacques Sans Souci  (Bordeaux)"
"803","Pinot Blanc",20,"Dr. Wehrheim","Joe Czerwinski","Dr. Wehrheim 2007 Buntsandstein Weisser Burgunder Kabinett Trocken Pinot Blanc (Pfalz)"
"804","Sauvignon Blanc",35,"Mulderbosch","Susan Kostrzewa","Mulderbosch 2006 Noble Late Harvest Sauvignon Blanc (Stellenbosch)"
"805","Silvaner",12,"Villa Wolf","Joe Czerwinski","Villa Wolf 2007 Silvaner (Pfalz)"
"806","Merlot",15,"Guardian Peak","Susan Kostrzewa","Guardian Peak 2007 Merlot (Stellenbosch)"
"807","Tempranillo",21,"Cameron Hughes","Michael Schachner","Cameron Hughes 2004 Lot 93  (Rioja)"
"808","Sangiovese Grosso",90,"Caparzo","Unknown","Caparzo 2004 Vigna La Casa  (Brunello di Montalcino)"
"809","Tempranillo",7,"Venta Morales","Michael Schachner","Venta Morales 2010 Tempranillo (La Mancha)"
"810","White Blend",22,"Firriato","Unknown","Firriato 2010 Santagostino Baglio Sorìa White (Sicilia)"
"811","Viognier",20,"Hannah Nicole Vineyards","Virginie Boone","Hannah Nicole Vineyards 2010 Viognier (Contra Costa County)"
"812","Merlot-Argaman",12,"Barkan","Lauren Buzzeo","Barkan 2010 Classic Merlot-Argaman (Dan)"
"813","Insolia",12,"Cusumano","Unknown","Cusumano 2010 Insolia (Sicilia)"
"814","Albariño",30,"Lusco","Michael Schachner","Lusco 2010 Albariño (Rías Baixas)"
"815","Petite Sirah",26,"Michael David","Virginie Boone","Michael David 2009 Earthquake Petite Sirah (Lodi)"
"816","Nero d'Avola",NA,"Maggiovini","Unknown","Maggiovini 2008 Pithoi Nero d'Avola (Sicilia)"
"817","Portuguese White",NA,"Aveleda","Roger Voss","Aveleda 2010 Praia White (Vinho Verde)"
"818","Tempranillo",8,"Bodegas Fontana","Michael Schachner","Bodegas Fontana 2010 Mesta Tempranillo (Uclés)"
"819","Greco",20,"Feudi di San Gregorio","Kerin O’Keefe","Feudi di San Gregorio 2014  Greco di Tufo"
"820","Pinot Nero",48,"Cantina Produttori San Michele Appiano","Kerin O’Keefe","Cantina Produttori San Michele Appiano 2011 Sanct Valentin Pinot Nero (Alto Adige)"
"821","Pinot Nero",26,"Cantina Terlano","Kerin O’Keefe","Cantina Terlano 2013 Pinot Nero (Alto Adige)"
"822","Prié Blanc",20,"Cave du Vin Blanc de Morgex et de la Salle","Kerin O’Keefe","Cave du Vin Blanc de Morgex et de la Salle 2013 Tradizionale Blanc de Morgex et de La Salle Prié Blanc (Valle d'Aosta)"
"823","Pinot Nero",49,"Colterenzio","Kerin O’Keefe","Colterenzio 2011 Cornell Villa Nigra Pinot Nero (Alto Adige)"
"824","Sherry",18,"Osborne","Michael Schachner","Osborne NV Cream Sherry (Jerez)"
"825","Portuguese White",13,"Quintas de Melgaço","Roger Voss","Quintas de Melgaço 2014 Torre de Menagem Escolha White (Vinho Verde)"
"826","Zinfandel",45,"Rosenblum","Virginie Boone","Rosenblum 2011 Monte Rosso Vineyard Zinfandel (Sonoma Valley)"
"827","Pinot Nero",15,"Tenuta Peter Sölva & Söhne","Kerin O’Keefe","Tenuta Peter Sölva & Söhne 2013 I Vigneti Pinot Nero (Alto Adige)"
"828","Pinot Nero",40,"Tiefenbrunner","Kerin O’Keefe","Tiefenbrunner 2011 Linticlarus Riserva Pinot Nero (Alto Adige)"
"829","Pinot Nero",20,"Tramin","Kerin O’Keefe","Tramin 2013 Pinot Nero (Alto Adige)"
"830","Petite Sirah",42,"Viszlay Vineyards","Virginie Boone","Viszlay Vineyards 2013 Estate Petite Sirah (Russian River Valley)"
"831","Cabernet Sauvignon",98,"Viszlay Vineyards","Virginie Boone","Viszlay Vineyards 2013 Winemaker's Reserve Estate Cabernet Sauvignon (Russian River Valley)"
"832","Sauvignon Blanc",25,"Yealands","Joe Czerwinski","Yealands 2016 Single Vineyard Sauvignon Blanc (Awatere Valley)"
"833","Grüner Veltliner",15,"Allram","Anne Krebiehl MW","Allram 2016 Strassertaler Grüner Veltliner (Kamptal)"
"834","Sparkling Blend",36,"Alta Alella","Michael Schachner","Alta Alella 2013 Privat Gran Reserva Brut Nature Sparkling (Cava)"
"835","Syrah",56,"Ascencion","Matt Kettmann","Ascencion 2014 Mayhem Syrah (Paso Robles)"
"836","Viura",33,"Baigorri","Michael Schachner","Baigorri 2015 Blanco Fermentado en Barrica Viura (Rioja)"
