"","x"
"5473","Winery at La Grange"
"5474","Spadafora"
"5475","Tenuta Gorghi Tondi"
"5476","Terrazze dell'Etna"
"5477","Alessandro di Camporeale"
"5478","Barone Montalto"
"5479","Chloe"
"5480","Contrada Santo Spirito di Passopisciaro"
"5481","Kana"
"5482","McDermaid"
"5483","Nick Goldschmidt"
"5484","Castello di Razzano"
"5485","Marchesi Alfieri"
"5486","Ponga"
"5487","Roessler"
